Country,City,PropertyType,Bedrooms,AreaAveragePrice,BillsIncludedCost,Price,DepositAmount,LandlordVerified,ReputationScore,NationalityMismatch,ThumbsUpCount,ThumbsDownCount,AverageReviewRating,RentalDescription,Reviews,ScenarioType,IsScam,PriceRatio,DepositRatio,ThumbsRatio,DescriptionScamScore,IsNewListing
Spain,Valencia,Apartment,1,1531.0,129.02752060945872,1652.5734280457314,2363.327979133492,0,93.5943411067411,0,38,4,3.4697436585869412,Comfortable flat with balcony and furnished kitchen,different from photos,legit_normal,0,0.9949103236046172,1.5426422840296945,0.8837209302325582,0.0,0
Singapore,Orchard / River Valley,Apartment,2,4470.0,655.6984033152686,5069.14320678065,10411.258907578806,1,100.0,0,6,13,5.0,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_normal,0,0.988773438184427,2.32861975119186,0.3,0.0,0
Tunisia,Ariana,Apartment,3,390.0,59.05770590755122,499.7853559309729,548.511438755699,1,73.34653352399707,0,19,3,4.7719945332699485,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_normal,0,1.1104917199965387,1.4028425543624017,0.8260869565217391,0.0,0
Germany,Dï¿½sseldorf,House,2,1787.1,301.83258181401897,2159.697513300044,2184.9479234912906,1,62.068179464732665,0,6,7,4.55781934448416,act fast limited time low price send deposit first,"decent listing, no major problems",legit_normal,0,1.0333814267948638,1.2219383275495166,0.42857142857142855,0.7,0
Kazakhstan,Karaganda,Apartment,2,450.0,74.3535186047053,528.9231132821526,880.7749984882206,1,73.74296182194924,0,7,12,4.244491336712422,Clean studio in quiet neighborhood with good sunlight,overall positive and responsive host,legit_normal,0,1.006794652650139,1.952937912390733,0.35,0.0,0
Tunisia,Tunis,Apartment,1,470.0,73.25200423040414,569.6786958810113,849.9781310652834,1,100.0,0,42,5,4.109783575731328,Comfortable flat with balcony and furnished kitchen,"decent listing, no major problems",legit_normal,0,1.0467185999371038,1.8046244820918969,0.875,0.0,0
Russia,Yekaterinburg,House,2,540.5,49.5189674273407,551.2111846154678,1218.1039950096706,1,68.39106794440298,1,7,7,4.225240269278448,Clean studio in quiet neighborhood with good sunlight,overall positive and responsive host,legit_normal,0,0.9326455071566432,2.2494995291037316,0.4666666666666667,0.0,0
Panama,Oeste,Apartment,2,1350.0,218.8589721496415,1516.4608349728785,2969.7082594303297,1,67.75169768009758,0,3,0,5.0,Bright apartment near metro and university,"decent listing, no major problems",legit_normal,0,0.965985392239633,2.1981556324428793,0.75,0.0,0
Mexico,Cancï¿½n,Apartment,2,1170.0,103.67209324863813,1297.1544261088995,2936.438788892799,0,79.85091293878675,0,38,8,4.784830963641489,Recently updated apartment with washing machine and wifi,some issues but manageable,legit_normal,0,1.0176377383480348,2.5076334661766,0.8085106382978723,0.0,0
United Arab Emirates,Ras Al Khaimah,Studio,1,907.2,138.39760706427788,1108.9693306426439,1613.9998273835768,1,82.3807091017598,0,23,8,3.532399938321401,Clean studio in quiet neighborhood with good sunlight,some issues but manageable,legit_normal,0,1.0595947507976056,1.7771414087024628,0.71875,0.0,0
Pakistan,Islamabad,Apartment,1,190.0,14.772262737244354,220.79745930484756,260.21548535336694,1,73.49383527540934,0,17,3,3.720856726863235,Spacious room in shared apartment close to city center,okay place,legit_normal,0,1.0730185709567146,1.362384740069984,0.8095238095238095,0.0,0
Spain,Valencia,Studio,1,1224.8,51.80186798820515,1270.143424530448,1063.936417765544,1,73.52425125218211,0,1,4,3.38570148872988,Recently updated apartment with washing machine and wifi,"good experience, apartment matched photos",legit_normal,0,0.9941621536061922,0.8679526984545147,0.16666666666666666,0.0,0
Montenegro,Podgorica,House,1,706.0999999999999,30.31939936208934,763.1653076649937,652.1203598636632,0,80.61244780288489,1,8,1,4.168260389987217,Comfortable flat with balcony and furnished kitchen,"good experience, apartment matched photos",legit_normal,0,1.0349135218373373,0.9222463016032574,0.8,0.0,0
Portugal,Lisbon,Studio,1,1391.2,51.8506345465811,1477.2954449353617,1613.8373534808286,1,69.37873587109117,1,11,6,5.0,Well maintained property with clear contract terms,"good experience, apartment matched photos",legit_normal,1,1.023021914601505,1.1591993632242699,0.6111111111111112,0.0,0
Czech Republic,Plzen,Apartment,1,730.0,61.059712743974984,829.0749534008339,1216.4207539842032,0,84.60295308288849,0,34,3,4.395906279962097,Comfortable flat with balcony and furnished kitchen,okay place,legit_normal,0,1.046732891550089,1.6640502790481575,0.8947368421052632,0.0,0
Sweden,Malmï¿½,Apartment,3,1684.0,202.13930977432466,1711.3930146177893,2185.130440670174,1,80.80727816586598,0,29,2,3.800166031541244,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_normal,0,0.9068715837531083,1.2968133179051478,0.90625,0.0,0
Ukraine,Kharkiv,Studio,1,188.0,31.527694535358002,231.87554596019183,244.56563417049324,1,66.99816012694674,0,10,3,4.313180320665625,Recently updated apartment with washing machine and wifi,"decent listing, no major problems",legit_normal,0,1.0514577157700906,1.2939980643941442,0.7142857142857143,0.0,0
Austria,Graz,Studio,1,711.2,25.182163038372458,722.5868649728338,1317.8910653516189,0,97.99549797906627,0,22,9,4.204044003151796,Recently updated apartment with washing machine and wifi,overall positive and responsive host,legit_normal,0,0.9799353729895298,1.8504508078511919,0.6875,0.0,0
United States,Washington,Apartment,1,2100.0,216.22076188121417,2708.6538299156955,2432.235474226276,1,73.7985274189251,0,2,8,4.775749990308354,urgent half price apartment no viewing deposit before viewing,mixed experience,legit_normal,0,1.1689235115072507,1.1576561038678135,0.18181818181818182,0.9999999999999999,0
Switzerland,Canton Of Aargau,Studio,1,1601.6000000000001,79.7069737714234,1872.9008064362336,3436.8124542052165,1,81.43644777012506,0,34,9,3.458604468865005,Well maintained property with clear contract terms,mixed experience,legit_normal,0,1.1132931359355502,2.1445229341103307,0.7727272727272727,0.0,0
Romania,Ia?i,Studio,1,424.0,77.51329427870164,532.5824233992861,779.6025272272201,1,100.0,1,0,13,5.0,Spacious room in shared apartment close to city center,"decent listing, no major problems",legit_normal,0,1.0598374798496528,1.834358887593459,0.0,0.0,0
Japan,Yokohama,House,1,621.0,75.26091859384401,656.6594477172872,621.7710127634324,1,57.980533179594985,0,26,2,3.3287196988342798,Bright apartment near metro and university,"decent listing, no major problems",legit_normal,0,0.9417700464864183,0.9996318533174154,0.896551724137931,0.0,0
Philippines,Cebu City,Apartment,3,1482.0,71.75199613890743,1742.3509965996252,1481.7339525230136,0,59.894818544195445,0,11,8,4.783836287882811,Clean studio in quiet neighborhood with good sunlight,"decent listing, no major problems",legit_normal,0,1.1206616881191365,0.9991462930027064,0.55,0.0,0
Japan,Kobe,Apartment,3,540.0,55.273935002529484,582.2442247732345,1356.2059457005541,1,79.5885501492149,0,20,4,3.904834045837605,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_normal,0,0.9764710321787997,2.506850176895664,0.8,0.0,0
Czech Republic,Plzen,Studio,1,584.0,85.86033239586185,696.5108664726201,907.7627976963089,0,85.66424841687794,1,39,1,3.5729688627536884,Bright apartment near metro and university,"decent listing, no major problems",legit_normal,0,1.0382352821266863,1.5517312781133485,0.9512195121951219,0.0,0
Ukraine,Odesa,Studio,1,235.20000000000002,16.863003808343255,271.2319090790799,497.267531301177,0,61.027569482409376,0,42,9,3.777086583699726,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_normal,0,1.0717959756950362,2.1052816735866933,0.8076923076923077,0.0,0
Germany,Hamburg,House,2,1624.9499999999998,70.74040674228296,1672.74971775212,1829.8933784646113,1,74.18419268771173,1,24,16,3.617861539195411,Recently updated apartment with washing machine and wifi,"good experience, apartment matched photos",legit_normal,0,0.9858897717019984,1.1254302890400145,0.5853658536585366,0.0,0
United States,Seattle,House,1,1960.7499999999998,68.46798287411964,2077.4826533629703,2597.2122132113313,1,83.76235983400105,0,28,7,4.037310278323524,Recently updated apartment with washing machine and wifi,different from photos,legit_normal,0,1.023280589024209,1.323926195086699,0.7777777777777778,0.0,0
Australia,Sydney,Apartment,1,1970.0,289.5126146220867,2415.9587707655924,4013.180675952186,0,52.03890287480971,0,11,1,4.204291383919449,Clean studio in quiet neighborhood with good sunlight,not bad,legit_normal,0,1.0687658874973778,2.036113990843321,0.8461538461538461,0.0,0
United States,Houston,Apartment,1,1325.0,79.31792419429541,1447.501131190554,2613.975283062041,1,100.0,0,4,13,4.377631055144087,Spacious room in shared apartment close to city center,professional communication and returned deposit on time,legit_normal,0,1.0300168426446588,1.9713237428823838,0.2222222222222222,0.0,0
Costa Rica,San Jose,Studio,1,800.0,88.38845175249125,854.2292510473025,1695.6441725889072,1,83.96321649722087,0,39,4,3.6069818411582246,Comfortable flat with balcony and furnished kitchen,reliable landlord and smooth move in process,legit_normal,0,0.960468116450231,2.1169090793869003,0.8863636363636364,0.0,0
United States,Chicago,Studio,1,1840.0,182.59504406906171,2257.540740756136,4051.298279211362,1,100.0,0,2,2,3.8922782967854817,Recently updated apartment with washing machine and wifi,not bad,legit_normal,0,1.1156089492177519,2.2005965666547325,0.4,0.0,0
Italy,Catania,Apartment,1,765.0,128.79752569579568,850.8208403660226,773.1613241277397,1,100.0,0,28,1,4.038233861899187,Well maintained property with clear contract terms,mixed experience,legit_normal,0,0.9508529202787226,1.0093489871119317,0.9333333333333333,0.0,0
Australia,Sydney,Studio,1,1576.0,65.03398026676174,1829.4115362716186,2016.3554956753387,1,63.080102986925354,0,28,0,4.309165847546531,Bright apartment near metro and university,"decent listing, no major problems",legit_normal,0,1.114113080640643,1.2786020898385153,0.9655172413793104,0.0,0
United States,Los Angeles,Apartment,2,3160.0,526.8370291997387,3836.2225453048845,2968.1278728248903,1,78.5917274645627,0,26,1,4.11944670944556,Clean studio in quiet neighborhood with good sunlight,not bad,legit_normal,0,1.0402364624386196,0.9389838256326765,0.9285714285714286,0.0,0
Sweden,Malmï¿½,Apartment,3,1684.0,273.2216987168949,2091.1148144639396,3787.2351730949126,0,95.33000615740981,0,3,3,3.638588144181096,Recently updated apartment with washing machine and wifi,reliable landlord and smooth move in process,legit_normal,0,1.0678641830157032,2.2476173134094437,0.42857142857142855,0.0,0
Canada,Hamilton,Apartment,2,1500.0,122.63751884032762,1756.1078567058476,1934.497166326607,0,77.33727254280721,1,27,8,4.021757177352766,Bright apartment near metro and university,different from photos,legit_normal,0,1.0815886158876988,1.2888055738351811,0.75,0.0,0
Belgium,Oostend,House,2,1164.9499999999998,95.6588271821871,1329.1695360467786,1645.6145273979387,1,82.76529587904444,0,27,13,3.655675953471367,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_normal,0,1.0535512334797856,1.4113937367793978,0.6585365853658537,0.0,0
Finland,Helsinki,Apartment,1,1148.0,106.54182296192394,1255.0113231910764,2717.342321949356,1,91.66567094411154,0,37,7,3.719988261985026,Comfortable flat with balcony and furnished kitchen,reliable landlord and smooth move in process,legit_normal,0,0.9995774734372479,2.3649628563527902,0.8222222222222222,0.0,0
Spain,Palma De Mallorca,Apartment,1,1825.0,72.93499803217057,1841.3287321274329,3240.858398458214,0,81.17837801568058,0,32,2,4.846066754663417,very cheap luxury deal landlord abroad pay first,overall positive and responsive host,legit_normal,0,0.9696639084726787,1.774840305836919,0.9142857142857143,0.8,0
Pakistan,Karachi,Studio,1,88.0,14.02330529014645,105.74858444865086,205.47869735494254,1,65.40906640778502,1,36,3,4.065504036690461,Recently updated apartment with washing machine and wifi,"decent listing, no major problems",legit_normal,1,1.0264530355615087,2.3087494084825004,0.9,0.0,0
Austria,Graz,Apartment,2,1124.0,52.789596743094044,1293.3140144162505,1364.546273258978,0,80.35992641070916,0,29,11,4.929249278611874,Spacious room in shared apartment close to city center,overall positive and responsive host,legit_normal,0,1.098085785434523,1.2129300206746472,0.7073170731707317,0.0,0
Kazakhstan,Karaganda,Apartment,1,350.0,28.036713461070438,400.9627293124471,785.809880920912,1,64.61431326764752,1,38,5,4.243985420280815,Comfortable flat with balcony and furnished kitchen,professional communication and returned deposit on time,legit_normal,0,1.057846681001334,2.238774589518268,0.8636363636363636,0.0,0
Czech Republic,Brno,Apartment,1,918.0,39.05737884473136,931.181946608104,1825.5093516552483,0,68.34012559999995,1,11,4,4.490549759998349,Spacious room in shared apartment close to city center,different from photos,legit_normal,0,0.9719479930638028,1.9864084348805748,0.6875,0.0,0
Ukraine,Lviv,Apartment,1,577.0,24.640206430423547,702.4157000871127,1510.814646072964,1,89.49572160374757,0,41,13,3.5242673332160437,Well maintained property with clear contract terms,"good experience, apartment matched photos",legit_normal,0,1.1655639510806661,2.6138661696764083,0.7454545454545455,0.0,0
Russia,Ufa,Apartment,2,355.0,32.460206591905525,438.7706753081112,512.589543625082,0,79.14184913427998,0,5,2,4.144502923638015,Spacious room in shared apartment close to city center,"decent listing, no major problems",legit_normal,0,1.1295125417287826,1.439858268609781,0.625,0.0,0
Norway,Oslo,House,3,3201.6,245.0505514212003,3902.222134122419,4654.196599825681,1,87.84655294244804,0,22,0,4.384049440030658,Spacious room in shared apartment close to city center,okay place,legit_normal,0,1.131849668613843,1.4532556672159125,0.9565217391304348,0.0,0
Switzerland,Canton Of Vaud,Apartment,1,2073.0,283.0348307183511,2311.47746837062,2178.3186786694746,1,88.64713735670652,0,13,5,3.6503434081688706,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_normal,0,0.9806717483534825,1.0502983021550023,0.6842105263157895,0.0,0
Cambodia,Kep And Kampot,Studio,1,480.0,54.9728361771579,612.4210232525818,613.0311888355428,1,56.50057015555863,0,8,7,4.491116913086889,Clean studio in quiet neighborhood with good sunlight,professional communication and returned deposit on time,legit_normal,0,1.1426344432316624,1.2744931160822095,0.5,0.0,0
South Africa,Dolphin Coast,Apartment,2,620.0,91.53805631096579,645.7851291442649,1347.8946155681535,1,77.82621349397434,0,23,10,4.807232203072284,Clean studio in quiet neighborhood with good sunlight,professional communication and returned deposit on time,legit_normal,0,0.9063166850170757,2.1705227303835,0.6764705882352942,0.0,0
India,Ahmedabad,Apartment,2,270.0,47.87661399105935,348.4964397616465,334.0007140322163,1,95.83926578074545,0,25,9,3.707921615607326,Bright apartment near metro and university,"decent listing, no major problems",legit_normal,0,1.092888046570319,1.2324749595284734,0.7142857142857143,0.0,0
Taiwan,New Taipei,Apartment,2,840.0,160.15477053866178,1049.619763498453,1042.2507862966045,1,85.4481670528401,1,3,7,4.591430159111738,Spacious room in shared apartment close to city center,"decent listing, no major problems",legit_normal,0,1.0484090915670463,1.2392993891755106,0.2727272727272727,0.0,0
